rank_,d2015_06_30,d2015_07_31,d2015_08_31,d2015_09_30,d2015_10_31,d2015_11_30,d2015_12_31,d2016_01_31,d2016_02_29,d2016_03_31,d2016_04_30,d2016_05_31,d2016_06_30,d2016_07_31,d2016_08_31,d2016_09_30,d2016_10_31,d2016_11_30,d2016_12_31,d2017_01_31,d2017_02_28,d2017_03_31,d2017_04_30,d2017_05_31,d2017_06_30,d2017_07_31,d2017_08_31,d2017_09_30,d2017_10_31,d2017_11_30,d2017_12_31,d2018_01_31,d2018_02_28,d2018_03_31,d2018_04_30,d2018_05_31,d2018_06_30,d2018_07_31,d2018_08_31,d2018_09_30,d2018_10_31,d2018_11_30,d2018_12_31,d2019_01_31,d2019_02_28,d2019_03_31,d2019_04_30,d2019_05_31,d2019_06_30,d2019_07_31,d2019_08_31,d2019_09_30,d2019_10_31,d2019_11_30,d2019_12_31,d2020_01_31,d2020_02_29,d2020_03_31,d2020_04_30,d2020_05_31,d2020_06_30,d2020_07_31,d2020_08_31,d2020_09_30,d2020_10_31,d2020_11_30,d2020_12_31,d2021_01_31,d2021_02_28,d2021_03_31,d2021_04_30,d2021_05_31,d2021_06_30,d2021_07_31,d2021_08_31,d2021_09_30,d2021_10_31
91,107199.99363870984,107199.99363870984,109859.04914659566,112639.998812219,119999.99587075741,121929.91773796147,120619.51962656039,119999.99587075741,106539.94103485669,101999.99495072,102785.53419364801,99999.997899999988,107865.9997003,99999.99916,109859.04914659566,114983.3875038,130379.87206364109,130379.87206364109,129006.26985854899,131035.00000000001,132087.27536199367,124575.02762674373,120529.80086373763,144444.44,141126.29095486493,132288.02866199365,114979.2568795374,109859.04914659566,107865.9997003,107865.9997003,110000.004,103229.33606044794,101625.033121356,109859.04914659566,109487.85004720649,108761.24794052569,108761.24794052569,109487.85004720649,110194.64716912,122718.42837561487,125265.962321164,149999.99664,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
92,105280.1334569184,105280.1334569184,107734.47795,110607.99012735351,119999.995729524,120619.51962656039,120000.83306743238,119999.995729524,105280.1334569184,100915.19591485999,101999.99495072,99999.997899999988,105280.1334569184,99999.997899999988,107865.9997003,114979.2568795374,129006.26985854899,129006.26985854899,128236.47152331928,130379.86962364509,131034.0,123991.6639457804,120000.0,135348.976372584,135348.976372584,131034.0,114547.61053444864,109728.67695751663,106899.77480200885,106899.77480200885,109859.04914659566,102002.994661997,101051.80638112602,109456.54046091014,109456.54047091013,107865.9997003,107865.9997003,109456.54047091013,109859.04914659566,122398.71797864328,125148.79180960942,149999.996577,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
93,104409.99874000001,104409.99874000001,107199.99363870984,109859.04914659566,114979.2568795374,119999.99587075741,119999.99587075741,116668.24340059799,104409.99874000001,100816.60342111829,100915.19591485999,99999.997899999988,104409.99874000001,99999.997899999988,105280.1334569184,114843.9255152846,127337.56041712023,125148.75296499998,125148.75296499998,129006.26985854899,130379.86962364509,120380.06962364509,119999.995729524,132288.02866199365,132288.02866199365,130899.06127519545,112055.73880200884,107865.9997003,105280.1334569184,106827.84929883467,107865.9997003,101175.033121356,100947.98608617097,107865.9997003,107865.9997003,106711.69360026551,107310.77026116542,108761.24794052569,109487.85004720649,114979.2568795374,123450.004,149999.994393,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
94,101999.99495072,101999.99495072,105280.1334569184,108003.56484247677,112639.998812219,119999.995729524,119999.995729524,114979.2568795374,102785.53419364801,100069.40572085,100069.40572085,99999.997899999988,101717.03565306969,99999.997899999988,102003.77261766157,114031.01813954,125148.75296499998,123327.88744836739,123988.15869833739,125148.75296499998,129006.26985854899,119999.995729524,119480.06962364509,131034.0,131034.0,130000.004,109859.04914659566,105280.1334569184,104996.88337998,105280.1334569184,105280.1334569184,101051.80638112602,100178.97759541948,106711.69359026552,106711.69360026551,105280.1334569184,106711.69360026551,107865.9997003,109456.54047091013,114939.00001000777,122861.63693365286,149999.991348,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
95,100019.97992145161,100019.97992145161,104409.99874000001,107734.47795,109859.04914659566,116668.24340059799,116668.24340059799,112639.998812219,101999.99495072,100019.97992145161,100045.71002741001,99999.99719983901,100493.81333935379,99999.997899999988,101998.909677544,112558.95184372707,120618.9196265604,120618.9196265604,120656.7928141804,121565.34475118843,125148.75296499998,119066.70007762799,119066.70007762799,123991.6639457804,130838.46417315854,123991.6639457804,107865.9997003,104996.88337998,104499.57686016469,104996.88337998,104996.88337998,100947.98608617097,100116.86592345717,105280.1334569184,105280.1334569184,104054.3004502526,105280.1334569184,106711.69360026551,109380.75330718733,113762.18946042929,121860.42471641983,149573.99797557466,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
96,99999.99916,99999.99916,102785.53419364801,107199.99363870984,107734.47795,114979.2568795374,114979.2568795374,112554.571740028,100915.19591485999,100001.9958707574,100019.97992145161,99999.99349,100076.50053912,99999.997899999988,100001.07829137411,112285.99575957417,119999.995729524,119999.995729524,120618.9196265604,121253.4805526604,123991.6639457804,114979.2568795374,114979.2568795374,123141.03038467884,127986.497296156,120883.2518135257,106600.397296156,104054.3004502526,104054.3004502526,104547.37171463796,104793.93498637633,100178.97759541948,99999.999999999985,104054.3004502526,104054.3004502526,103672.08607045571,104054.3004502526,105280.1334569184,108875.61728810001,110194.64716912,114979.2568795374,149225.66986125472,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
97,99999.9986471716,99999.9986471716,101999.99495072,105280.1334569184,107199.99363870984,114308.23154190906,112639.998812219,110105.72001769852,100069.40572085,100000.49957999999,100000.49957999999,99999.9917911999,100045.71002741001,99999.997899999988,100000.95076098494,111718.218877544,114983.3875038,114983.3875038,120496.37742617234,120495.37742617233,120495.37742617233,113852.065476528,109999.99575957417,120000.0,127727.32303073702,119480.06962364509,105280.1334569184,102002.994661997,102002.994661997,104054.3004502526,104054.3004502526,100116.86592345717,99999.999999999985,104000.00337998,103672.08607045571,102925.01313136377,103911.32061755203,104054.3004502526,108840.20497475596,109859.04914659566,114939.00001000777,147699.42450340709,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0
98,99999.997899999988,99999.997899999988,100069.40572085,104409.99874000001,105280.1334569184,112639.998812219,109859.04914659566,109859.04914659566,100019.97992145161,99999.99916,99999.99916,99999.988070326,100000.49957999999,99999.997859408,99999.99916,110066.160016778,114979.2568795374,114979.2568795374,120000.15843350225,120000.99706000001,120479.75603739994,113333.42019972173,109859.04914659566,119998.995729524,123991.6639457804,118911.50198344863,104996.88337998,101051.80638112602,101051.80638112602,102002.994661997,102002.994661997,99999.999999999985,99999.997899999988,103968.92611902679,102399.999538,102025.12340158741,102925.01313136377,103911.32061755203,108761.24794052569,109487.85004720649,113762.18946042929,146369.3807359144,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,148531.71231403929
99,99999.997899999988,99999.997899999988,100019.97992145161,104235.78499959726,104409.99874000001,111744.97664200001,107865.9997003,107865.9997003,100000.73306743237,99999.997899999988,99999.997899999988,99999.97924607867,99999.99916,99999.99719983901,99999.997899999988,109859.04914659566,114031.01813954,114031.01813954,119999.995729524,119999.995729524,120000.99706000001,109999.99575957417,107865.9997003,119480.06962364509,122678.81568993547,114979.2568795374,104145.121,100947.98608617097,100947.98608617097,101051.80638112602,101051.80638112602,99999.999999999985,99999.997899999988,103672.08606044792,102002.994671997,102002.994671997,102036.16669295708,102925.01313136377,107865.9997003,109380.75330718733,110194.64716912,143912.32061755203,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,147699.42450340709
100,99999.997899999988,99999.997899999988,100000.93306743239,102785.53419364801,102785.53419364801,109859.04914659566,107199.99363870984,107199.99363870984,100000.49957999999,99999.997899999988,99999.997899999988,99999.976199838988,99999.997899999988,99999.99349,99999.997899999988,109355.52916712021,113843.9255152846,112843.9255152846,119648.90586898563,119648.90586898563,119999.995729524,109859.04914659566,107338.29245775753,119077.12363848799,120883.2418135257,113666.63573415573,102002.994661997,100725.66010601274,100178.97759541948,100947.98608617097,100947.98608617097,99999.997899999988,99999.997899999988,102002.994661997,101625.03313136377,101051.80639112601,102002.994671997,102002.994671997,106711.69360026551,109356.54047091013,109859.04914659566,137512.44808746764,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,150000.0,146169.11926367128
